Waterpoint,zebra,wildebeest,oryx,eland,elephant,impala,rhino,giraffe,kudu,springbok,time_range_days,RAI_zebra,RAI_wildebeest,RAI_oryx,RAI_eland,RAI_elephant,RAI_impala,RAI_rhino,RAI_giraffe,RAI_kudu,RAI_springbok,Woody.fraction,Herbaceous.fraction,Bare.fraction,Site,Area..ha.,Week,Grazing_units_absolute,Browsing_units_absolute,Grazing_percentage_zebra,Browsing_percentage_zebra,Grazing_percentage_wildebeest,Browsing_percentage_wildebeest,Grazing_percentage_oryx,Browsing_percentage_oryx,Grazing_percentage_eland,Browsing_percentage_eland,Grazing_percentage_elephant,Browsing_percentage_elephant,Grazing_percentage_impala,Browsing_percentage_impala,Grazing_percentage_rhino,Browsing_percentage_rhino,Grazing_percentage_giraffe,Browsing_percentage_giraffe,Grazing_percentage_kudu,Browsing_percentage_kudu,Grazing_percentage_springbok,Browsing_percentage_springbok,Grazing_units_per_1000ha,Browsing_units_per_1000ha
B6,0,0,6,15,31,11,35,13,50,0,6.12349537,0,0,0.979832536,2.449581341,5.062468104,1.79635965,5.715689795,2.122970495,8.165271136,0,0.50493085,0.37326506,0.121804066,B6,1831.570135,41,19.11489973,95.41609238,0,0,0,0,4.254592054,0.349147669,12.81503631,3.132059972,72.56727894,58.83993975,1.315677061,0.41418498,3.588210167,21.62490587,0.333190944,8.365851988,5.126014524,7.27390977,0,0,27.95961144,103.1730258
B5,5,1,24,6,4,48,3,6,13,0,6.122476852,0.816662949,0.16333259,3.919982154,0.979995539,0.653330359,7.839964309,0.489997769,0.979995539,2.123323667,0,0.51181304,0.39373097,0.094455875,B5,1813.113441,41,8.610894133,18.87308075,11.66540213,0.475984422,1.65022762,0.138468196,37.784522,7.061877974,11.38088013,6.334919951,20.78907435,38.39030722,12.74658574,9.138900909,0.682852807,9.372565983,0.341426404,19.52401559,2.959028832,9.562959758,0,0,12.06212141,20.33791715
B7,1,2,35,5,9,88,2,5,48,0,6.11755787,0.163463922,0.326927843,5.721237255,0.817319608,1.471175294,14.3848251,0.326927843,0.817319608,7.846268236,0,0.64781314,0.19702637,0.15516056,B7,2105.926546,41,13.10163331,33.41529485,1.534622587,0.053810782,2.170929506,0.156540456,36.24454148,5.821348205,6.238303182,2.984052442,30.76731129,48.82594658,15.37117904,9.470697585,0.299438553,3.531944035,0.187149095,9.196751787,7.186525265,19.95890813,0,0,31.57605467,24.49358333
B1,78,2,41,116,12,47,28,25,63,0,6.116967593,12.75141626,0.326959391,6.702667519,18.96364469,1.961756347,7.683545693,4.577431477,4.08699239,10.29922082,0,0.6375721,0.23959127,0.12283663,B1,3170.345282,37,48.85427224,90.96173743,32.104136,1.542028361,0.582251372,0.057511547,11.38736447,2.505346777,38.81675813,25.43448177,11.00254317,23.91761471,2.201847142,1.85834187,1.124347477,18.16645999,0.250970419,16.894017,2.529781822,9.624197981,0,0,64.31688386,45.00107403
B14,13,7,24,25,36,78,18,15,34,0,6.115046296,2.125903774,1.144717417,3.924745429,4.088276489,5.887118144,12.75542264,2.943559072,2.452965893,5.560056025,0,0.39439645,0.39619225,0.20941132,B14,1196.438789,43,29.96706666,99.40889579,8.725784447,0.235239928,3.323328786,0.18424386,10.87039563,1.342348122,13.6425648,5.017355114,53.82810369,65.67635592,5.959072303,2.822879138,1.178717599,10.68943394,0.245566166,9.277994373,2.226466576,4.7541496,0,0,63.21902206,210.6695502
B5,7,8,9,11,17,108,17,6,44,0,6.113900463,1.144931953,1.308493661,1.472055369,1.799178784,2.78054903,17.66466442,2.78054903,0.981370246,7.196715136,0,0.51181304,0.39373097,0.094455875,B5,1813.113441,26,16.8861107,57.59825535,8.339790776,0.218656822,6.741573033,0.363481471,7.235567611,0.868947892,10.65478497,3.810876047,45.11817126,53.5368451,14.64548624,6.747124803,1.975978303,17.42723271,0.174351027,6.406360927,5.114296784,10.62047423,0,0,23.65402643,62.06875078
B3,65,9,12,1,6,68,12,17,12,0,6.109814815,10.63862031,1.473039736,1.964052981,0.163671082,0.98202649,11.12963356,1.964052981,2.78240839,1.964052981,0,0.5095692,0.35029477,0.14013608,B3,1480.765,9,20.96462886,34.83411632,62.41705051,3.359488793,6.112889377,0.676596345,7.775782655,1.917022976,0.780701071,0.573227459,12.83472558,31.26438941,7.432274185,7.029084247,1.12420954,20.35427337,0.398157546,30.03335997,1.12420954,4.792557441,0,0,40.41730805,46.1652814
B5,1,3,29,11,19,108,8,7,39,0,6.10224537,0.163874105,0.491622316,4.752349052,1.802615158,3.113607999,17.69840337,1.310992842,1.147118737,6.391090104,0,0.51181304,0.39373097,0.094455875,B5,1813.113441,44,18.34406734,56.81351354,1.098802929,0.031728634,2.331606219,0.13845222,21.50259067,2.844039344,9.826692873,3.870893306,46.50705735,60.77763996,13.50723602,6.85338487,0.857602287,8.330208545,0.1876005,7.591796709,4.180811149,9.561856414,0,0,25.69632886,61.22310115
B11,3,0,6,1,14,26,8,8,1,0,6.101412037,0.491689462,0,0.983378923,0.163896487,2.294550821,4.261308668,1.311171898,1.311171898,0.163896487,0,0.4955634,0.39133173,0.11310486,B11,939.6447252,34,8.684874858,36.7750938,6.963578039,0.147071932,0,0,9.39799962,0.90917194,1.887148516,0.543720473,72.39101717,69.19511543,6.869220608,2.549246814,1.811662578,12.87102237,0.452915645,13.4058294,0.226457822,0.378821641,0,0,23.61863649,78.9752274
B4,11,4,2,4,9,56,12,11,20,1,6.09962963,1.803388184,0.655777521,0.327888761,0.655777521,1.475499423,9.1808853,1.967332564,1.803388184,3.278887607,0.16394438,0.6316539,0.2673118,0.101034164,B4,5438.99848,12,9.730098973,36.30876191,22.79696715,0.546349393,5.86352148,0.288978191,2.796967147,0.307039328,6.739679862,2.203458707,41.55012637,45.06705197,13.20977254,5.562830181,2.426284751,19.56021131,0.556023589,18.67521561,4.043807919,7.675983204,0.0168492,0.112882106,6.692373796,10.56849925
B1,52,33,15,17,6,43,32,25,22,0,6.092986111,8.534403173,5.416063552,2.461847069,2.790093345,0.984738828,7.057294932,5.251940414,4.103078449,3.610709035,0,0.6375721,0.23959127,0.12283663,B1,3170.345282,9,24.91553357,55.97583743,42.13161188,1.67712426,18.91179764,1.548114701,8.201040774,1.495338063,11.19820829,6.081041458,10.82932613,19.50976368,3.96548317,2.773705506,2.529477636,33.87087316,0.494038601,27.56113294,1.739015875,5.482906233,0,0,32.80141952,27.6926637
B2,45,3,13,19,5,68,43,33,50,0,6.091412037,7.387449696,0.492496646,2.134152134,3.119145427,0.820827744,11.16325732,7.059118598,5.41746311,8.20827744,0,0.6990765,0.2138661,0.087057345,B2,1237.187186,9,20.21206237,69.81139962,44.95614035,1.164021164,2.119883039,0.112874779,8.763807666,1.039388595,15.43209876,5.450911229,11.12735543,13.0393886,7.732293699,3.51793063,4.191033138,36.50323339,0.804093567,29.17813051,4.873294347,9.994121106,0,0,76.3894295,80.7172261
B8,4,1,10,5,8,8,6,3,17,0,6.091134259,0.656692141,0.164173035,1.641730353,0.820865177,1.313384283,1.313384283,0.985038212,0.492519106,2.790941601,0,0.51847047,0.38638505,0.095144555,B8,1764.235705,43,7.38450313,24.29268404,10.93819475,0.297357572,1.934192971,0.108130026,18.45264562,2.297763059,11.11605158,4.122457256,48.73277013,59.95809962,2.489995554,1.18943029,1.600711427,14.63810232,0.200088928,7.623166857,4.535349044,9.765493005,0,0,10.8328906,26.55796956
B11,2,36,8,4,45,98,7,10,30,2,6.0884375,0.328491505,5.912847097,1.313966022,0.656983011,7.391058872,16.09608377,1.149720269,1.642457527,4.927372581,0.328491505,0.4955634,0.39133173,0.11310486,B11,939.6447252,43,30.58255915,102.3349587,1.321160041,0.035309601,16.82062298,0.924469553,3.566058003,0.436555067,2.148227713,0.78323115,66.21911923,80.09661991,7.368421055,3.460340899,0.45112782,4.05578917,0.161117078,6.034731807,1.933404941,4.092703752,0.010741139,0.080249093,83.16968976,219.7663091
B8,9,14,24,4,9,72,20,33,28,0,6.085138889,1.479013078,2.300687011,3.944034875,0.657339146,1.479013078,11.83210463,3.28669573,5.423047954,4.601374021,0,0.51847047,0.38638505,0.095144555,B8,1764.235705,9,14.56992217,57.84584484,12.48590119,0.28125,13.73787503,0.636363636,22.46785472,2.318181818,4.511617416,1.386363637,27.81412136,28.35511363,11.36927589,4.500000001,2.706970449,20.51136364,1.11662531,35.25,3.789758628,6.761363636,0,0,21.37372957,63.23995255
B14,9,8,2,1,6,15,3,5,7,0,6.078472222,1.480635211,1.316120187,0.329030047,0.164515023,0.987090141,2.467725351,0.49354507,0.822575117,1.151605164,0,0.39439645,0.39619225,0.20941132,B14,1196.438789,45,6.676019651,18.02920142,27.279448,0.903367095,17.15130606,1.16798978,4.090685068,0.620494571,2.464268106,1.113240256,40.51256778,60.71721874,5.174963035,3.011223651,0.88713652,9.882288523,0.369640217,17.15484989,2.069985214,5.429327493,0,0,14.08384205,38.20788596
B4,61,58,14,83,16,151,21,38,77,5,6.073310185,10.04394608,9.549981514,2.305167952,13.66635286,2.634477659,24.86288291,3.457751928,6.25688444,12.67842373,0.823274268,0.6316539,0.2673118,0.101034164,B4,5438.99848,43,49.0737326,101.7665789,25.17447323,1.085655115,16.93061334,1.501472349,3.898805529,0.770151765,27.84861093,16.38352264,14.70943497,28.70918681,7.093007649,5.374882698,0.845524091,12.26579944,0.382498993,23.11749668,3.100254998,10.58958677,0.016776272,0.202245737,33.75297241,29.62150059
B8,2,7,15,12,11,60,27,19,19,0,6.068796296,0.329554644,1.153441252,2.471659826,1.977327861,1.812550539,9.886639305,4.448987687,3.130769113,3.130769113,0,0.51847047,0.38638505,0.095144555,B8,1764.235705,33,12.79166349,56.24344323,3.168878016,0.064453755,7.844905319,0.328128204,16.03761432,1.494155216,15.45794152,4.289104386,38.82519644,35.73960683,10.82055906,3.867225266,4.17364421,28.55594293,0.734252222,20.92989189,2.937008888,4.731491519,0,0,18.76506635,61.48812747
B11,0,5,8,8,21,42,7,4,1,1,6.068148148,0,0.823974609,1.318359375,1.318359375,3.460693359,6.921386719,1.153564453,0.659179688,0.164794922,0.164794922,0.4955634,0.39133173,0.11310486,B11,939.6447252,33,13.76037598,48.91442871,0,0,5.209580836,0.269523617,7.952095809,0.916380298,9.580838324,3.288188128,68.91017964,78.46169395,7.041916169,3.112997777,1.005988024,8.513577252,0.143712575,5.067044004,0.143712575,0.286368843,0.011976048,0.08422613,37.4215315,105.0446846
B4,81,23,31,63,21,158,50,52,81,5,6.06505787,13.35518996,3.792214434,5.111245542,10.38736997,3.462456657,26.05086437,8.243944422,8.573702199,13.35518996,0.824394442,0.6316539,0.2673118,0.101034164,B4,5438.99848,33,50.34741737,134.1718442,32.62706313,1.09491742,6.552921143,0.452221785,8.426119991,1.295222179,20.6313859,9.445045221,18.84333246,28.61900315,7.243908829,4.271529689,1.964893896,22.18098702,0.510872413,24.02674007,3.183128111,8.460725519,0.016374116,0.153607943,34.62901432,39.0537975
B8,11,1,6,21,19,40,24,3,12,0,6.055393519,1.81656237,0.165142034,0.990852202,3.467982706,3.137698639,6.605681345,3.963408807,0.495426101,1.981704403,0,0.51847047,0.38638505,0.095144555,B8,1764.235705,26,16.91880135,58.89955771,13.20644217,0.339258678,0.849194731,0.044860652,4.860907761,0.571973308,20.4978038,7.183311837,50.81503172,59.07867437,5.466081015,2.467335838,2.811127379,24.29204284,0.087847731,3.162675939,1.405563689,2.859866539,0,0,24.81947951,64.39192383
B10,8,13,13,1,7,58,12,25,34,0,6.04619213,1.323146838,2.150113612,2.150113612,0.165393355,1.157753484,9.592814578,1.984720257,4.13483387,5.623374063,0,0.42945632,0.3802739,0.19026981,B10,1033.385621,44,11.00031203,43.86397163,14.7947677,0.331812526,17.00496166,0.784284152,16.22312434,1.666603823,1.503533305,0.460012821,28.83776877,29.27114363,12.20869042,4.811281625,2.165087956,16.3342257,1.127649977,35.44361072,6.134415877,10.897025,0,0,27.99278259,98.83858957
B10,7,17,7,1,12,37,7,13,19,0,6.044803241,1.158019496,2.812333061,1.158019496,0.165431357,1.985176278,6.120960191,1.158019496,2.150607635,3.143195774,0,0.42945632,0.3802739,0.19026981,B10,1033.385621,43,11.87466277,39.47357598,11.99498468,0.322702318,20.60462524,1.13993546,8.094176653,0.997443527,1.393145727,0.511294583,45.80663137,55.77301873,7.216494845,3.4114245,1.170242408,10.59050333,0.543326832,20.48531076,3.176372248,6.768366791,0,0,30.21776587,88.94572083
B5,2,2,29,20,23,107,20,13,58,1,6.039803241,0.331136615,0.331136615,4.801480917,3.311366149,3.808071072,17.7158089,3.311366149,2.152387997,9.602961833,0.165568307,0.51181304,0.39373097,0.094455875,B5,1813.113441,43,22.52225687,80.14168355,1.808424613,0.045450789,1.279129604,0.066110239,17.69462619,2.037021734,14.70263912,5.04090571,46.32801588,52.69605818,11.0122767,4.863234444,1.764316695,14.91612263,0.286701463,10.09833898,5.116518415,10.18510867,0.00735132,0.051648624,31.54912749,86.36188985
B6,0,0,12,13,10,4,33,5,24,0,6.037743056,0,0,1.987497628,2.15312243,1.656248023,0.662499209,5.465618476,0.828124012,3.974995256,0,0.50493085,0.37326506,0.121804066,B6,1831.570135,43,9.591332302,48.03947391,0,0,0,0,17.19910206,1.406654025,22.44862718,5.468022755,47.31479882,38.2347871,0.967017786,0.303395966,6.838197202,41.07222892,0.259022621,6.4816411,4.97323433,7.033270127,0,0,14.029366,51.94488432
B14,1,1,1,0,1,5,3,1,2,0,6.033796296,0.165733139,0.165733139,0.165733139,0,0.165733139,0.828665695,0.497199417,0.165733139,0.331466278,0,0.39439645,0.39619225,0.20941132,B14,1196.438789,12,1.160131973,4.821177014,17.57142857,0.378136817,12.42857143,0.550017188,11.85714286,1.168786525,0,0,39.14285714,38.12306635,10,3.781368168,5.142857143,37.22928842,0.428571429,12.92540392,3.428571429,5.843932623,0,0,2.447433698,10.21714591
B14,3,1,2,2,7,42,5,6,7,0,6.032037037,0.497344426,0.165781475,0.331562951,0.331562951,1.160470328,6.962821969,0.828907377,0.994688853,1.160470328,0,0.39439645,0.39619225,0.20941132,B14,1196.438789,35,5.785773492,22.71869339,10.5730659,0.240805604,2.49283667,0.116754232,4.756446994,0.496205488,5.730659029,1.780502044,54.95702006,56.6476941,16.84813754,6.742556918,1.719197708,13.17133683,0.515759313,16.46234677,2.406876791,4.341798015,0,0,12.20576395,48.145962
B11,7,5,1,0,24,69,11,1,13,0,6.028576389,1.161136485,0.829383204,0.165876641,0,3.981039378,11.44548821,1.824643048,0.165876641,2.15639633,0,0.4955634,0.39133173,0.11310486,B11,939.6447252,41,15.28055615,56.02815295,9.346504557,0.227965775,4.722101608,0.236847559,0.900998699,0.100660213,0,0,71.38514981,78.79918288,10.48632219,4.494182431,1.432913591,11.75652071,0.032566218,1.113183529,1.693443335,3.271456909,0,0,41.55568236,120.3215454
B10,4,2,4,0,2,26,25,6,7,0,6.015462963,0.664952976,0.332476488,0.664952976,0,0.332476488,4.322194345,4.155956101,0.997429464,1.163667708,0,0.42945632,0.3802739,0.19026981,B10,1033.385621,12,3.843428202,24.73292595,21.28027682,0.295738675,7.525951557,0.215082672,14.35986159,0.914101358,0,0,23.70242214,14.90791773,15.74394464,3.844602769,12.97577855,60.66003496,0.778546713,15.1633284,3.633217993,3.999193439,0,0,9.780472571,55.73064694
B8,35,2,29,43,42,70,21,30,64,0,6.012743056,5.820970508,0.332626886,4.82308985,7.151478053,6.98516461,11.64194102,3.492582305,4.989403293,10.64406036,0,0.51847047,0.38638505,0.095144555,B8,1764.235705,41,41.21912374,131.5007132,17.37007747,0.486922649,0.702065849,0.040471493,9.711910911,1.247027875,17.34990316,6.634795366,46.4331827,58.90878737,3.954163978,1.947690596,1.016785023,9.587949613,0.363137508,14.26620124,3.098773403,6.880153793,0,0,60.46747497,143.7631153
B10,10,4,21,2,10,60,21,5,46,0,6.010462963,1.663765347,0.665506139,3.49390723,0.332753069,1.663765347,9.982592085,3.49390723,0.831882674,7.653320598,0,0.42945632,0.3802739,0.19026981,B10,1033.385621,35,13.17702155,44.77691679,15.53030303,0.408724408,4.393939395,0.237803292,22.00757576,2.652992978,2.525252522,0.90662505,34.59595959,41.2068517,10.60606061,4.9046929,3.181818183,28.16854309,0.189393939,6.985471708,6.96969697,14.52829488,0,0,33.53191242,100.8957269
B2,24,2,30,14,7,101,31,18,53,0,6.010335648,3.993121417,0.332760118,4.991401771,2.329320827,1.164660413,16.80438596,5.15778183,2.994841063,8.818143129,0,0.6990765,0.2138661,0.087057345,B2,1237.187186,44,18.98396474,59.01999834,25.87204207,0.744228004,1.524978089,0.090209455,21.82296231,2.875426381,12.26993865,4.814929666,16.80981595,21.88424999,12.39263804,6.263919036,3.260297984,31.54793787,0.473269062,19.07929975,5.574057844,12.69979985,0,0,71.74795968,68.24000917
B11,0,6,3,0,1,12,6,6,2,0,6.007662037,0,0.998724622,0.499362311,0,0.166454104,1.997449245,0.998724622,0.998724622,0.332908207,0,0.4955634,0.39133173,0.11310486,B11,939.6447252,12,2.208845957,10.25856641,0,0,39.33685002,1.557682946,18.76412961,1.65503813,0,0,20.6480784,17.99448324,12.66013564,4.283628104,5.425772417,35.14522147,1.356443104,36.60554923,1.808590804,2.758396881,0,0,6.006986924,22.03047039
B3,68,3,40,14,34,40,10,12,26,0,6.002337963,11.3289189,0.499805246,6.664069942,2.33242448,5.664459451,6.664069942,1.666017485,1.999220983,4.331645462,0,0.5095692,0.35029477,0.14013608,B3,1480.765,44,39.46628821,87.93573492,35.3075267,1.417149786,1.101777197,0.090940093,14.01494364,2.576635974,5.909915996,3.23595165,39.32626958,71.43723239,2.363966398,1.667235042,0.506564228,6.839452841,0.151969268,8.548368763,1.317066993,4.187033458,0,0,76.08630418,116.540288
B11,4,3,4,1,17,31,4,4,5,0,5.998969907,0.666781141,0.500085856,0.666781141,0.166695285,2.833819849,5.167553843,0.666781141,0.666781141,0.833476426,0,0.4955634,0.39133173,0.11310486,B11,939.6447252,38,10.6634974,38.76998944,7.691105206,0.189182217,4.08003752,0.2063806,5.189932781,0.584745034,1.563232763,0.524550691,72.81538221,81.06028033,6.784430202,2.932324362,0.750351727,6.208616391,0.187587932,6.466592141,0.937939659,1.827328231,0,0,28.99952766,83.25930449
B3,61,6,30,14,14,165,28,21,19,0,5.998310185,10.16953077,1.000281715,5.001408576,2.333990669,2.333990669,27.50774717,4.667981337,3.500986003,3.167558765,0,0.5095692,0.35029477,0.14013608,B3,1480.765,12,31.15544116,70.46984684,40.14875856,1.587414242,2.793236301,0.227111426,13.32405822,2.413058907,7.491438357,4.040690798,20.5265411,36.73054176,12.36087329,8.587650817,1.797945205,23.91294062,0.337114726,18.67991483,1.220034247,3.820676603,0,0,60.06398068,93.39293349
B8,4,5,8,2,26,17,16,4,7,0,5.998263889,0.666859624,0.83357453,1.333719247,0.333429812,4.334587554,2.834153401,2.667438495,0.666859624,1.167004342,0,0.51847047,0.38638505,0.095144555,B8,1764.235705,38,15.73955427,62.88986396,5.211312363,0.116639716,4.60756276,0.212072211,7.033153265,0.721045516,2.11841966,0.646820243,75.45810825,76.4361265,2.520919394,0.991437585,2.033682873,15.31161361,0.12710518,3.986957561,0.889736257,1.577287067,0,0,23.08955207,68.75432495
B1,45,4,14,31,9,11,15,9,57,0,5.996689815,7.504140016,0.667034668,2.334621338,5.169518677,1.500828003,1.834345337,2.501380005,1.500828003,9.50524402,0,0.6375721,0.23959127,0.12283663,B1,3170.345282,44,22.77256357,47.83305604,40.53163445,1.725700739,2.548330404,0.223120904,8.509080257,1.659461721,22.7006444,13.1850509,18.05799648,34.79640217,1.127709432,0.843675917,1.318101933,18.87812021,0.19771529,11.79751778,5.008787346,16.89094966,0,0,29.98018923,23.66422363
B5,10,3,18,10,27,105,11,10,65,0,5.995787037,1.667837756,0.500351327,3.002107962,1.667837756,4.503161942,17.51229644,1.834621532,1.667837756,10.84094542,0,0.51181304,0.39373097,0.094455875,B5,1813.113441,38,23.00782185,79.22062559,8.916274011,0.231583823,1.891989852,0.101054759,10.83001088,1.288448178,7.249003261,2.568475125,53.62812613,63.03922188,10.65603479,4.863260279,0.956868431,8.360176004,0.217470098,7.915956124,5.654222546,11.63182383,0,0,32.22930584,85.36934386
B2,31,0,14,12,5,74,24,30,32,0,5.99494213,5.17102573,0,2.335301942,2.001687379,0.834036408,12.34373884,4.003374758,5.004218448,5.337833011,0,0.6990765,0.2138661,0.087057345,B2,1237.187186,12,15.58480432,53.5751627,40.81130258,1.061709945,0,0,12.4371187,1.482034996,12.84384031,4.558191668,14.66338435,17.2644623,11.08851547,5.068808768,3.082521674,26.97552774,0.963288023,35.12049318,4.110028898,8.468771405,0,0,58.90117937,61.94458992
B1,37,4,25,14,10,68,19,18,36,0,5.993518519,6.173335393,0.66738761,4.171172563,2.335856635,1.668469025,11.34558937,3.170091148,3.003244245,6.006488491,0,0.6375721,0.23959127,0.12283663,B1,3170.345282,12,21.32303414,53.89488645,35.61032864,1.259983902,2.723004695,0.198130147,16.23630673,2.631416012,10.95461659,5.287598291,21.43974961,34.33223949,7.44913928,4.63129218,1.784037559,21.23397932,0.422535211,20.95226302,3.380281691,9.473097642,0,0,28.07187678,26.66316457
B4,44,14,4,13,10,100,10,15,71,1,5.990671296,7.344752837,2.336966812,0.667704803,2.170040611,1.669262008,16.69262008,1.669262008,2.503893013,11.85176026,0.166926201,0.6316539,0.2673118,0.101034164,B4,5438.99848,29,22.40149615,51.79720012,40.32786886,1.559780857,9.076005963,0.72188205,2.473919522,0.43828553,9.687034278,5.111182727,20.41728763,35.73960683,10.43219076,7.089912986,0.894187779,11.63390267,0.335320417,18.17595875,6.348733235,19.4489204,0.007451565,0.080567193,15.40777604,15.07676499
B6,4,0,7,2,7,11,33,10,48,0,5.99037037,0.667738345,0,1.168542105,0.333869173,1.168542105,1.83628045,5.50884135,1.669345864,8.012860146,0,0.50493085,0.37326506,0.121804066,B6,1831.570135,38,7.256646471,47.21577841,11.31815044,0.155564984,0,0,13.36553946,0.841465139,4.600874169,0.862678547,44.12238326,27.44661293,3.542673107,0.85560741,9.109730847,42.11921934,0.690131125,13.29373497,13.2505176,14.42511667,0,0,10.61439079,51.05422579
B5,9,3,40,30,33,174,34,22,41,0,5.989212963,1.502701616,0.500900539,6.67867385,5.009005388,5.509905927,29.05223125,5.676872773,3.673270618,6.845640697,0,0.51181304,0.39373097,0.094455875,B5,1813.113441,9,33.61376549,116.2473274,5.498708522,0.14219439,1.296443474,0.068942734,16.49115835,1.953377476,14.90164912,5.256883501,44.91357044,52.56452609,12.10013908,5.498183072,2.02662428,17.62923172,0.327836281,11.88113124,2.443870455,5.005529782,0,0,47.08608818,125.2698775
B11,2,6,31,5,17,50,33,6,6,0,5.989143519,0.333937564,1.001812693,5.17603225,0.834843911,2.838469298,8.348439112,5.509969814,1.001812693,1.001812693,0,0.4955634,0.39133173,0.11310486,B11,939.6447252,26,16.17092656,60.80001236,2.540010322,0.060416323,5.389778005,0.263634866,26.56685597,2.89449113,5.162622611,1.675179876,48.09499226,51.77404295,7.227671658,3.02081617,4.088797109,32.71543912,0.185854414,6.195419342,0.743417656,1.400560224,0,0,43.97705693,130.5692061
B7,0,2,34,5,16,99,12,12,54,0,5.985451389,0,0.334143554,5.68044042,0.835358885,2.673148433,16.54010593,2.004861325,2.004861325,9.021875961,0,0.64781314,0.19702637,0.15516056,B7,2105.926546,38,16.86422518,58.73241251,0,0,1.723796314,0.091028048,27.9572023,3.288388234,4.953437684,1.735222165,43.43174163,50.47505262,13.73092927,6.195596518,1.426590054,12.322922,0.356647513,12.83495477,6.419655241,13.05683564,0,0,40.64422223,43.05116105
B6,0,1,5,26,6,2,28,3,0,0,5.977615741,0,0.16729078,0.8364539,4.349560281,1.00374468,0.33458156,4.684141841,0.50187234,0,0,0.50493085,0.37326506,0.121804066,B6,1831.570135,9,8.563615029,35.61955288,0,0,1.699550693,0.075145595,8.107052158,0.798421942,50.79117016,14.89761413,32.11564758,31.25117415,0.546981832,0.206650385,6.563781989,47.47322939,0.175815589,5.297764418,0,0,0,0,12.52611063,38.51527512
B8,4,1,12,2,12,38,17,9,13,0,5.972013889,0.669790807,0.167447702,2.00937242,0.334895403,2.00937242,6.363012663,2.846610928,1.507029315,2.176820122,0,0.51847047,0.38638505,0.095144555,B8,1764.235705,12,10.01672151,42.66902334,8.224674026,0.172670905,1.454363092,0.06278942,16.64994985,1.60113021,3.34336342,0.957538654,54.96489468,52.22510007,8.893346706,3.280747194,3.410230692,24.0836669,0.451354062,13.27996233,2.607823471,4.336394318,0,0,14.69429242,46.64789699
B4,91,32,28,159,25,204,42,40,97,3,5.955543981,15.27988044,5.373144771,4.701501674,26.69781308,4.197769352,34.25379791,7.052252511,6.716430963,16.28734509,0.503732322,0.6316539,0.2673118,0.101034164,B4,5438.99848,44,73.37365006,155.4820186,25.61444459,1.081016869,6.371000962,0.552927709,5.318321204,1.028099959,36.38610463,20.9486166,15.67577463,29.94125143,6.535768227,4.846756949,1.153370864,16.37400376,0.27461211,16.24225145,2.663737472,8.904080004,0.006865303,0.08099527,50.46648491,45.25661328
B10,22,9,8,0,1,21,13,5,7,0,5.949560185,3.697752324,1.51271686,1.344637209,0,0.168079651,3.529672673,2.185035464,0.840398255,1.176557558,0,0.42945632,0.3802739,0.19026981,B10,1033.385621,26,8.363643438,15.79444481,54.38102894,2.575289987,15.73553055,1.532403959,13.34405145,2.894540812,0,0,5.506430865,11.80163882,5.908360129,4.916462702,3.135048231,49.94147069,0.301446945,20.00638501,1.688102894,6.331808027,0,0,21.28318287,35.58958731
B7,3,0,45,2,13,85,10,23,63,0,5.905173611,0.508029094,0,7.620436411,0.338686063,2.201459408,14.39415767,1.693430314,3.894889721,10.66861098,0,0.64781314,0.19702637,0.15516056,B7,2105.926546,37,16.93599657,60.46731622,3.689631036,0.092418853,0,0,37.34626537,4.284874114,1.999800021,0.683339402,35.61643836,40.37583667,11.89881012,5.237068363,1.199880012,10.11006245,0.689931007,24.21934074,7.559244078,14.9970594,0,0,40.81719742,44.32285441
B6,2,0,12,10,3,10,27,7,17,0,5.90181713,0.33887868,0,2.033272082,1.694393401,0.50831802,1.694393401,4.574862183,1.186075381,2.880468782,0,0.50493085,0.37326506,0.121804066,B6,1831.570135,37,6.359058434,32.22905688,6.554756192,0.115661637,0,0,26.538769,2.144997635,26.64535039,6.413963514,21.90247801,17.49119393,3.730349054,1.156616371,8.633093526,51.2433626,0.559552358,13.83733768,5.43565148,7.596866622,0,0,9.301477144,34.84914582
B5,12,3,23,27,23,124,20,24,63,0,5.901631944,2.033335883,0.508333971,3.897227109,4.575005736,3.897227109,21.01113746,3.388893138,4.066671766,10.67501338,0,0.51181304,0.39373097,0.094455875,B5,1813.113441,37,26.18258839,91.65261492,9.552161533,0.244037715,1.689101735,0.088740987,12.35438778,1.445738584,17.47346622,6.089850249,40.78436448,47.15659087,11.23479161,5.043446109,1.553196997,13.3481235,0.465959099,16.6833056,4.892570539,9.900166385,0,0,36.67651177,98.76624352
B6,0,0,2,3,10,2,13,2,2,0,5.85462963,0,0,0.341609995,0.512414993,1.708049976,0.341609995,2.220464969,0.341609995,0.341609995,0,0.50493085,0.37326506,0.121804066,B6,1831.570135,49,5.841530918,29.34942274,0,0,0,0,4.853801167,0.395739975,8.771929828,2.130012222,80.11695906,64.54053425,0.81871345,0.256067043,4.561403509,27.31187802,0.175438596,4.376418551,0.701754386,0.989349938,0,0,8.544482943,31.73540934
